1212,4444,2033,2257
1212,5555,2609,2827
1212,6666,3192,3453
1212,7777,3820,4072
1212,8888,4461,4745
1212,9999,5120,5379
1212,1010,5650,5855
13,1,486,696
13,2,1076,1292
13,3,1625,1787
13,4,2195,2434
13,5,2759,3005
13,6,3420,3684
13,7,4125,4410
13,8,4814,5120
13,9,5556,5885
13,10,6253,6586
1414,1111,430,619
1414,2222,990,1179
1414,3333,1556,1750
1414,4444,2138,2328
1414,5555,2730,2931
1414,6666,3400,3660
1414,7777,4147,4394
1414,8888,4656,4854
1414,9999,5288,5555
1414,1010,5981,6267
15,1,402,580
15,2,946,1137
15,3,1488,1689
15,4,2034,2232
15,5,2588,2759
15,6,3013,3280
15,7,3678,4042
15,8,4388,4769
15,9,5164,5543
15,10,6020,6400
1616,1111,454,657
1616,2222,1042,1228
1616,3333,1634,1853
1616,4444,2229,2447
1616,5555,2819,3017
1616,6666,3402,3561
1616,7777,3886,4141
1616,8888,4556,4843
1616,9999,5305,5605
1616,1010,5996,6286
17,1,230,417
17,2,809,1027
17,3,1395,1594
17,4,2001,2204
17,5,2605,2804
17,6,3236,3560
17,7,4014,4388
17,8,4745,5136
17,9,5563,5866
17,10,6182,6615
1818,1111,466,647
1818,2222,1044,1242
1818,3333,1621,1818
1818,4444,2224,2421
1818,5555,2789,2988
1818,6666,3360,3664
1818,7777,3944,4164
1818,8888,4531,4859
1818,9999,5268,5640
1818,1010,6035,6450
19,1,517,722
19,2,1116,1342
19,3,1689,1907
19,4,2245,2455
19,5,2831,3041
19,6,3423,3649
19,7,4090,4240
19,8,4521,4763
19,9,5105,5336
19,10,5675,5890
2020,1111,434,554
2020,2222,834,1026
2020,3333,1376,1592
2020,4444,1946,2140
2020,5555,2543,2748
2020,6666,3128,3329
2020,7777,3756,3989
2020,8888,4355,4592
2020,9999,4966,5215
2020,1010,5660,5895
21,1,541,781
21,2,1143,1342
21,3,1779,1992
21,4,2374,2599
21,5,2969,3155
21,6,3530,3750
21,7,4124,4400
21,8,4778,5010
21,9,5242,5464
21,10,5857,6110
2222,1111,416,635
2222,2222,1045,1274
2222,3333,1595,1851
2222,4444,2218,2380
2222,5555,2653,2867
2222,6666,3313,3537
2222,7777,3916,4163
2222,8888,4577,4831
2222,9999,5195,5425
2222,1010,5802,6048
23,1,466,616
23,2,856,1045
23,3,1508,1738
23,4,2144,2354
23,5,2739,2918
23,6,3357,3595
23,7,4030,4271
23,8,4716,4959
23,9,5364,5611
23,10,6025,6250
2424,1111,489,717
2424,2222,1108,1343
2424,3333,1762,1998
2424,4444,2399,2625
2424,5555,3095,3294
2424,6666,3654,3891
2424,7777,4335,4545
2424,8888,4817,5036
2424,9999,5505,5760
2424,1010,6205,6460
25,1,392,562
25,2,992,1161
25,3,1532,1698
25,4,2070,2234
25,5,2656,2819
25,6,3079,3323
25,7,3698,3952
25,8,4342,4572
25,9,4925,5171
25,10,5565,5814
2626,1111,409,576
2626,2222,932,1105
2626,3333,1364,1492
2626,4444,1846,2005
2626,5555,2381,2549
2626,6666,2936,3209
2626,7777,3590,3862
2626,8888,4254,4491
2626,9999,4866,5103
2626,1010,5479,5735
27,1,135,313
27,2,732,910
27,3,1301,1467
27,4,1870,2031
27,5,2410,2560
27,6,2959,3215
27,7,3589,3849
27,8,4231,4499
27,9,4875,5139
27,10,5495,5645
2828,1111,424,563
2828,2222,979,1123
2828,3333,1479,1641
2828,4444,2012,2167
2828,5555,2543,2694
2828,6666,3095,3357
2828,7777,3702,3943
2828,8888,4296,4526
2828,9999,4808,5059
2828,1010,5396,5656
29,1,413,573
29,2,916,1080
29,3,1456,1640
29,4,2043,2219
29,5,2587,2773
29,6,3149,3406
29,7,3656,3859
29,8,4213,4479
29,9,4810,5083
29,10,5452,5740
3030,1111,379,546
3030,2222,922,1095
3030,3333,1459,1626
3030,4444,1996,2169
3030,5555,2519,2634
3030,6666,2917,3207
3030,7777,3539,3817
3030,8888,4177,4442
3030,9999,4824,5105
3030,1010,5463,5736
