15,3,1619,1827
15,4,2212,2412
15,5,2797,3011
15,6,3369,3587
15,7,3931,4242
15,8,4656,4919
15,9,5272,5547
15,10,6040,6227
1616,1111,416,606
1616,2222,1029,1212
1616,3333,1616,1762
1616,4444,2027,2225
1616,5555,2623,2831
1616,6666,3204,3486
1616,7777,3865,4150
1616,8888,4553,4829
1616,9999,5244,5450
1616,1010,5850,6070
17,1,92,283
17,2,732,931
17,3,1343,1553
17,4,1937,2131
17,5,2584,2774
17,6,3136,3419
17,7,3773,4046
17,8,4449,4749
17,9,5099,5353
17,10,5684,6000
1818,1111,385,603
1818,2222,962,1171
1818,3333,1549,1763
1818,4444,2139,2345
1818,5555,2723,2932
1818,6666,3340,3594
1818,7777,4020,4283
1818,8888,4475,4710
1818,9999,5128,5374
1818,1010,5744,6034
19,1,494,647
19,2,1028,1216
19,3,1635,1798
19,4,2204,2358
19,5,2720,2884
19,6,3268,3453
19,7,3864,4109
19,8,4468,4588
19,9,4941,5137
19,10,5539,5730
2020,1111,459,608
2020,2222,1010,1152
2020,3333,1551,1684
2020,4444,2083,2252
2020,5555,2613,2783
2020,6666,3141,3343
2020,7777,3794,3990
2020,8888,4340,4449
2020,9999,4729,4913
2020,1010,5332,5521
21,1,418,579
21,2,1003,1153
21,3,1545,1710
21,4,2099,2249
21,5,2633,2792
21,6,3221,3406
21,7,3641,3790
21,8,4175,4358
21,9,4789,4981
21,10,5389,5570
2222,1111,397,551
2222,2222,977,1132
2222,3333,1527,1694
2222,4444,2077,2224
2222,5555,2565,2666
2222,6666,2982,3202
2222,7777,3592,3806
2222,8888,4231,4451
2222,9999,4819,5045
2222,1010,5533,5700
23,1,479,616
23,2,998,1142
23,3,1365,1519
23,4,1905,2060
23,5,2493,2647
23,6,3018,3241
23,7,3704,3896
23,8,4293,4495
23,9,4840,5064
23,10,5424,5645
2424,1111,245,372
2424,2222,787,928
2424,3333,1282,1438
2424,4444,1845,1989
2424,5555,2388,2542
2424,6666,2919,3098
2424,7777,3506,3719
2424,8888,4099,4332
2424,9999,4697,4927
2424,1010,5296,5505
25,1,510,683
25,2,1085,1246
25,3,1666,1838
25,4,2259,2425
25,5,2788,2991
25,6,3380,3540
25,7,3949,4066
25,8,4337,4480
25,9,4851,4977
25,10,5349,5486
2626,1111,549,742
2626,2222,1127,1307
2626,3333,1749,1949
2626,4444,2288,2457
2626,5555,2836,2971
2626,6666,3227,3405
2626,7777,3780,3960
2626,8888,4323,4502
2626,9999,4839,5029
2626,1010,5375,5551
27,1,413,600
27,2,994,1197
27,3,1591,1798
27,4,2182,2359
27,5,2750,2937
27,6,3293,3516
27,7,3885,4075
27,8,4345,4586
27,9,4985,5190
27,10,5551,5784
2828,1111,470,668
2828,2222,1072,1268
2828,3333,1585,1688
2828,4444,2143,2318
2828,5555,2714,2930
2828,6666,3365,3647
2828,7777,4043,4336
2828,8888,4687,5015
2828,9999,5364,5690
2828,1010,6088,6412
29,1,531,720
29,2,1118,1307
29,3,1717,1897
29,4,2169,2302
29,5,2695,2870
29,6,3229,3457
29,7,3846,4084
29,8,4432,4675
29,9,5088,5353
29,10,5733,6028
3030,1111,446,644
3030,2222,1003,1197
3030,3333,1567,1782
3030,4444,2183,2382
3030,5555,2767,2972
3030,6666,3380,3655
3030,7777,3879,4176
3030,8888,4571,4814
3030,9999,5233,5524
3030,1010,5944,6222
